id_cliente,idade,sexo,item_comprado,categoria,valor_compra(usd),localização,tamanho_item,cor_item,temporada_compra,classificação_cliente_compra,assinatura_cliente,método_pagamento,tipo_envio_cliente,desconto_compra,código_promocional,transações_concluidas_cliente,preferência_método_pagamento,frequência_compras_cliente,codigo_regiao
152,28,Masculino,Oculos de sol,Acessórios,47,North Dakota,L,Turquesa,Outono,4.5,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,3,Venmo,Anualmente,ND
153,30,Masculino,Camisa,Roupas,85,South Carolina,S,Marrom,Verão,4.3,Sim,PayPal,Expresso,Sim,Sim,42,Venmo,Anualmente,SC
154,69,Masculino,Capuz,Roupas,55,North Carolina,M,Marrom,Inverno,3.2,Sim,Cartão de Débito,Padrão,Sim,Sim,22,Cartão de Débito,Anualmente,NC
155,41,Masculino,Vestido,Roupas,98,Oklahoma,M,Carvão,Outono,3.6,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,21,Venmo,Trimestral,OK
156,63,Masculino,Meias,Roupas,77,Maine,S,Oliva,Primavera,4.3,Sim,Dinheiro,Frete grátis,Sim,Sim,21,Transferência Bancária,Trimestral,ME
157,35,Masculino,Shorts,Roupas,26,Missouri,M,Lavanda,Outono,4.0,Sim,Venmo,Padrão,Sim,Sim,40,Cartão de Débito,Anualmente,MO
158,36,Masculino,Chapéu,Acessórios,68,Vermont,S,Amarelo,Outono,3.0,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,1,Transferência Bancária,Quinzenal,VT
159,25,Masculino,Camisa,Roupas,73,Connecticut,XL,Azul-petrolio,Outono,4.1,Sim,Transferência Bancária,Padrão,Sim,Sim,50,Transferência Bancária,Por mês,CT
160,58,Masculino,Luvas,Acessórios,27,New Hampshire,M,Carvão,Outono,3.8,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,39,Transferência Bancária,A cada 3 meses,NH
161,27,Masculino,Luvas,Acessórios,23,Texas,M,Laranja,Verão,4.6,Sim,Transferência Bancária,Frete grátis,Sim,Sim,34,Venmo,Por mês,TX
162,65,Masculino,Mochila,Acessórios,49,North Dakota,M,Oliva,Outono,3.0,Sim,Venmo,Expresso,Sim,Sim,29,Venmo,Quinzenal,ND
163,54,Masculino,Oculos de sol,Acessórios,74,California,M,Turquesa,Verão,3.0,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,31,PayPal,Bimensalmente,CA
164,54,Masculino,Saia,Roupas,67,Virginia,M,Roxo,Verão,3.4,Sim,PayPal,Padrão,Sim,Sim,8,Cartão de Débito,Semanalmente,VA
165,59,Masculino,Bolsa,Acessórios,65,Delaware,S,Roxo,Primavera,2.6,Sim,Cartão de Débito,Frete grátis,Sim,Sim,5,Cartão de Crédito,Quinzenal,DE
166,42,Masculino,Bolsa,Acessórios,60,Kentucky,S,Amarelo,Inverno,2.8,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,7,Dinheiro,Por mês,KY
167,46,Masculino,Tênis,Calçados,31,Delaware,XL,Índigo,Outono,4.0,Sim,Dinheiro,Retirada na loja,Sim,Sim,30,Dinheiro,Por mês,DE
168,33,Masculino,Luvas,Acessórios,27,Arkansas,M,Verde,Outono,4.0,Sim,Venmo,Expresso,Sim,Sim,14,Cartão de Crédito,A cada 3 meses,AR
169,34,Masculino,Sapatos,Calçados,80,Louisiana,M,Magenta,Verão,3.0,Sim,Transferência Bancária,Expresso,Sim,Sim,5,Dinheiro,Quinzenal,LA
170,27,Masculino,Jaqueta,Agasalhos,30,Nevada,S,Ouro,Verão,3.3,Sim,Cartão de Crédito,Padrão,Sim,Sim,3,PayPal,A cada 3 meses,NV
171,52,Masculino,Camisa,Roupas,25,Wyoming,M,Marrom,Outono,2.6,Sim,Venmo,Retirada na loja,Sim,Sim,46,Venmo,Bimensalmente,WY
172,29,Masculino,Shorts,Roupas,35,Virginia,M,Azul,Verão,3.6,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,4,Cartão de Crédito,Semanalmente,VA
173,54,Masculino,Joia,Acessórios,67,Nebraska,M,Violeta,Verão,3.9,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,42,Cartão de Crédito,Bimensalmente,NE
174,25,Masculino,Chapéu,Acessórios,46,Hawaii,M,Turquesa,Outono,3.4,Sim,PayPal,Padrão,Sim,Sim,30,Dinheiro,Anualmente,HI
175,41,Masculino,Sapatos,Calçados,35,Vermont,L,Marrom,Inverno,3.5,Sim,Venmo,Expresso,Sim,Sim,37,Venmo,Anualmente,VT
176,53,Masculino,Casaco,Agasalhos,86,Oklahoma,L,Violeta,Outono,2.8,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,2,Transferência Bancária,Anualmente,OK
177,53,Masculino,Mochila,Acessórios,81,New Hampshire,L,Preto,Primavera,2.7,Sim,Transferência Bancária,Entrega aérea no dia seguinte,Sim,Sim,30,Cartão de Crédito,Trimestral,NH
178,21,Masculino,Capuz,Roupas,42,Kansas,L,Magenta,Outono,3.7,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,47,Transferência Bancária,Por mês,KS
179,61,Masculino,Saia,Roupas,43,Idaho,L,Lavanda,Outono,4.3,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,21,PayPal,Trimestral,ID
180,64,Masculino,Botas,Calçados,31,Illinois,M,Violeta,Outono,4.9,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,9,Transferência Bancária,Quinzenal,IL
181,51,Masculino,Sandálias,Calçados,81,South Dakota,L,Verde,Outono,3.3,Sim,Dinheiro,Retirada na loja,Sim,Sim,12,Cartão de Débito,Quinzenal,SD
182,32,Masculino,Calça,Roupas,61,Massachusetts,M,Bege,Verão,4.7,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,4,Transferência Bancária,Semanalmente,MA
183,38,Masculino,Luvas,Acessórios,96,Alabama,XL,Roxo,Verão,2.8,Sim,Venmo,Retirada na loja,Sim,Sim,10,Cartão de Débito,Anualmente,AL
184,58,Masculino,Saia,Roupas,29,Ohio,XL,Bege,Primavera,3.6,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,26,Cartão de Crédito,Semanalmente,OH
185,32,Masculino,Tênis,Calçados,33,Hawaii,L,Ciano,Primavera,3.0,Sim,Dinheiro,Expresso,Sim,Sim,40,Dinheiro,Quinzenal,HI
186,46,Masculino,Camiseta,Roupas,32,Wisconsin,XL,Prata,Verão,4.5,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,34,Transferência Bancária,Quinzenal,WI
187,39,Masculino,Mochila,Acessórios,56,Minnesota,S,Lavanda,Verão,2.9,Sim,Cartão de Débito,Padrão,Sim,Sim,31,Cartão de Débito,Anualmente,MN
188,19,Masculino,Sapatos,Calçados,94,Georgia,S,Roxo,Primavera,3.3,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,1,Transferência Bancária,Bimensalmente,GA
189,50,Masculino,Capuz,Roupas,53,Arkansas,M,Rosa,Primavera,3.1,Sim,Cartão de Crédito,Expresso,Sim,Sim,5,Transferência Bancária,Bimensalmente,AR
190,36,Masculino,Blusa,Roupas,82,West Virginia,M,Marrom,Outono,4.4,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,4,Cartão de Crédito,Semanalmente,WV
191,65,Masculino,Casaco,Agasalhos,70,Indiana,XL,Bege,Outono,3.0,Sim,Venmo,Frete grátis,Sim,Sim,48,Venmo,Trimestral,IN
192,64,Masculino,Chapéu,Acessórios,76,Utah,M,Cinza,Outono,3.9,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,29,Dinheiro,A cada 3 meses,UT
193,46,Masculino,Sapatos,Calçados,29,Nebraska,L,Turquesa,Verão,2.9,Sim,Venmo,Expresso,Sim,Sim,12,PayPal,Bimensalmente,NE
194,36,Masculino,Cinto,Acessórios,100,North Dakota,S,Prata,Outono,3.0,Sim,PayPal,Padrão,Sim,Sim,29,Venmo,Anualmente,ND
195,51,Masculino,Mochila,Acessórios,94,Missouri,M,Oliva,Primavera,3.1,Sim,Venmo,Expresso,Sim,Sim,15,Cartão de Débito,Trimestral,MO
196,51,Masculino,Jaqueta,Agasalhos,25,New York,M,Magenta,Outono,4.3,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,34,Cartão de Crédito,Por mês,NY
197,38,Masculino,Botas,Calçados,88,Washington,M,Lavanda,Verão,3.9,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,41,Cartão de Crédito,Quinzenal,WA
198,59,Masculino,Lenço,Acessórios,78,South Carolina,M,Preto,Outono,3.2,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,41,Cartão de Crédito,Por mês,SC
199,57,Masculino,Joia,Acessórios,45,Utah,M,Turquesa,Inverno,4.8,Sim,Dinheiro,Padrão,Sim,Sim,39,Cartão de Crédito,Quinzenal,UT
200,54,Masculino,Chapéu,Acessórios,73,Idaho,XL,Verde,Verão,3.8,Sim,Cartão de Débito,Expresso,Sim,Sim,32,Dinheiro,Semanalmente,ID
201,25,Masculino,Vestido,Roupas,61,Pennsylvania,S,Azul-petrolio,Verão,3.3,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,29,Venmo,Por mês,PA
202,69,Masculino,Blusa,Roupas,22,Missouri,S,Bege,Outono,4.3,Sim,Transferência Bancária,Frete grátis,Sim,Sim,15,Transferência Bancária,Anualmente,MO
203,57,Masculino,Chapéu,Acessórios,38,Nebraska,L,Magenta,Primavera,2.7,Sim,Transferência Bancária,Expresso,Sim,Sim,33,Venmo,Anualmente,NE
204,70,Masculino,Lenço,Acessórios,38,Indiana,S,Amarelo,Outono,3.2,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,18,Transferência Bancária,Semanalmente,IN
205,24,Masculino,Tênis,Calçados,100,Arizona,M,Amarelo,Outono,4.0,Sim,PayPal,Retirada na loja,Sim,Sim,35,Dinheiro,Bimensalmente,AZ
206,67,Masculino,Camisa,Roupas,64,Hawaii,M,Prata,Inverno,3.0,Sim,Transferência Bancária,Padrão,Sim,Sim,25,PayPal,Semanalmente,HI
207,24,Masculino,Camiseta,Roupas,55,Wisconsin,L,Prata,Verão,4.2,Sim,Venmo,Frete grátis,Sim,Sim,6,Venmo,Quinzenal,WI
208,62,Masculino,Luvas,Acessórios,91,Rhode Island,M,Prata,Verão,2.9,Sim,Venmo,Expresso,Sim,Sim,17,Transferência Bancária,Bimensalmente,RI
209,57,Masculino,Saia,Roupas,38,Wisconsin,M,Ouro,Primavera,4.1,Sim,Dinheiro,Retirada na loja,Sim,Sim,17,Cartão de Crédito,Por mês,WI
210,55,Masculino,Sandálias,Calçados,97,Minnesota,S,Oliva,Inverno,3.2,Sim,Transferência Bancária,Retirada na loja,Sim,Sim,44,Dinheiro,A cada 3 meses,MN
211,45,Masculino,Jaqueta,Agasalhos,22,Vermont,L,Azul-petrolio,Outono,3.0,Sim,Venmo,Envio em 2 dias,Sim,Sim,6,PayPal,Quinzenal,VT
212,69,Masculino,Saia,Roupas,92,South Dakota,L,Marrom,Outono,4.2,Sim,Venmo,Envio em 2 dias,Sim,Sim,45,Cartão de Débito,Quinzenal,SD
213,67,Masculino,Bolsa,Acessórios,84,Virginia,L,Azul,Outono,4.2,Sim,Venmo,Expresso,Sim,Sim,7,Cartão de Débito,Anualmente,VA
214,30,Masculino,Bolsa,Acessórios,93,Nevada,L,Pêssego,Outono,4.4,Sim,Dinheiro,Retirada na loja,Sim,Sim,11,Cartão de Débito,A cada 3 meses,NV
215,24,Masculino,Jaqueta,Agasalhos,50,Hawaii,L,Azul,Verão,4.2,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,41,Dinheiro,A cada 3 meses,HI
216,62,Masculino,Lenço,Acessórios,64,New Jersey,S,Laranja,Primavera,2.8,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,24,PayPal,Bimensalmente,NJ
217,43,Masculino,Shorts,Roupas,61,Massachusetts,L,Amarelo,Primavera,3.7,Sim,Dinheiro,Frete grátis,Sim,Sim,21,Venmo,Semanalmente,MA
218,35,Masculino,Oculos de sol,Acessórios,48,Oklahoma,M,Roxo,Inverno,3.5,Sim,Venmo,Entrega aérea no dia seguinte,Sim,Sim,24,Transferência Bancária,Anualmente,OK
219,28,Masculino,Camiseta,Roupas,45,California,S,Magenta,Primavera,2.9,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,8,Cartão de Crédito,Trimestral,CA
220,32,Masculino,Cinto,Acessórios,88,Nevada,M,Ciano,Primavera,3.0,Sim,Venmo,Frete grátis,Sim,Sim,12,Dinheiro,Quinzenal,NV
221,39,Masculino,Tênis,Calçados,57,Arizona,S,Índigo,Primavera,3.7,Sim,Cartão de Débito,Expresso,Sim,Sim,48,Cartão de Débito,Quinzenal,AZ
222,28,Masculino,Chapéu,Acessórios,68,North Carolina,XL,Magenta,Verão,4.4,Sim,Cartão de Débito,Retirada na loja,Sim,Sim,6,Transferência Bancária,Trimestral,NC
223,47,Masculino,Luvas,Acessórios,94,New York,XL,Cinza,Primavera,4.5,Sim,Venmo,Envio em 2 dias,Sim,Sim,14,PayPal,Quinzenal,NY
224,20,Masculino,Calça,Roupas,41,Wyoming,M,Turquesa,Primavera,4.8,Sim,Venmo,Frete grátis,Sim,Sim,34,PayPal,Anualmente,WY
225,63,Masculino,Meias,Roupas,83,South Dakota,S,Bege,Verão,2.9,Sim,PayPal,Frete grátis,Sim,Sim,12,Dinheiro,A cada 3 meses,SD
226,25,Masculino,Jaqueta,Agasalhos,22,Arkansas,M,Oliva,Primavera,3.2,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,11,Transferência Bancária,Anualmente,AR
227,29,Masculino,Sapatos,Calçados,74,Texas,L,Violeta,Primavera,3.3,Sim,Dinheiro,Frete grátis,Sim,Sim,5,PayPal,Por mês,TX
228,50,Masculino,Jeans,Roupas,90,Rhode Island,M,Turquesa,Inverno,4.2,Sim,Venmo,Padrão,Sim,Sim,25,Venmo,Quinzenal,RI
229,18,Masculino,Meias,Roupas,79,New Hampshire,M,Branco,Primavera,2.9,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,11,Cartão de Crédito,Anualmente,NH
230,70,Masculino,Sandálias,Calçados,28,Ohio,S,Prata,Primavera,4.6,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,27,PayPal,A cada 3 meses,OH
231,66,Masculino,Lenço,Acessórios,88,Utah,L,Oliva,Outono,4.1,Sim,Venmo,Padrão,Sim,Sim,43,Cartão de Crédito,Anualmente,UT
232,28,Masculino,Blusa,Roupas,26,Tennessee,M,Azul,Primavera,3.1,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,18,Cartão de Débito,A cada 3 meses,TN
233,54,Masculino,Joia,Acessórios,27,Hawaii,L,Roxo,Inverno,4.2,Sim,Transferência Bancária,Expresso,Sim,Sim,32,Transferência Bancária,Bimensalmente,HI
234,19,Masculino,Suéter,Roupas,83,Arizona,XL,Amarelo,Outono,4.5,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,27,Transferência Bancária,A cada 3 meses,AZ
235,20,Masculino,Luvas,Acessórios,39,South Dakota,S,Prata,Verão,3.7,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,24,Cartão de Crédito,Semanalmente,SD
236,43,Masculino,Oculos de sol,Acessórios,89,New Jersey,M,Ciano,Inverno,3.7,Sim,Dinheiro,Frete grátis,Sim,Sim,31,Cartão de Débito,Trimestral,NJ
237,38,Masculino,Casaco,Agasalhos,68,North Dakota,L,Verde,Inverno,3.4,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,39,PayPal,Quinzenal,ND
238,50,Masculino,Vestido,Roupas,90,Iowa,M,Bege,Verão,3.0,Sim,Venmo,Retirada na loja,Sim,Sim,36,Cartão de Débito,Quinzenal,IA
239,64,Masculino,Saia,Roupas,34,Ohio,M,Pêssego,Outono,4.2,Sim,Cartão de Débito,Frete grátis,Sim,Sim,5,Dinheiro,Anualmente,OH
240,49,Masculino,Calça,Roupas,51,Vermont,L,Amarelo,Verão,2.9,Sim,PayPal,Expresso,Sim,Sim,47,Cartão de Crédito,Bimensalmente,VT
241,47,Masculino,Suéter,Roupas,45,Montana,XL,Turquesa,Inverno,3.5,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,29,Transferência Bancária,Quinzenal,MT
242,36,Masculino,Capuz,Roupas,88,Delaware,M,Pêssego,Inverno,4.1,Sim,PayPal,Frete grátis,Sim,Sim,43,Venmo,Bimensalmente,DE
243,55,Masculino,Casaco,Agasalhos,85,New York,L,Cinza,Verão,4.3,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,40,Cartão de Débito,A cada 3 meses,NY
244,25,Masculino,Joia,Acessórios,100,Kentucky,M,Oliva,Inverno,2.8,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,4,Cartão de Débito,Por mês,KY
245,53,Masculino,Cinto,Acessórios,42,Oregon,S,Índigo,Primavera,4.9,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,39,PayPal,Semanalmente,OR
246,49,Masculino,Sandálias,Calçados,53,Rhode Island,L,Carvão,Verão,3.3,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,45,Venmo,Quinzenal,RI
247,35,Masculino,Oculos de sol,Acessórios,86,Nevada,XL,Bege,Primavera,3.2,Sim,Cartão de Crédito,Expresso,Sim,Sim,20,Venmo,Bimensalmente,NV
248,29,Masculino,Suéter,Roupas,66,Montana,XL,Marrom,Primavera,4.4,Sim,Cartão de Crédito,Padrão,Sim,Sim,14,Cartão de Débito,Semanalmente,MT
249,47,Masculino,Cinto,Acessórios,100,Pennsylvania,M,Azul,Inverno,4.8,Sim,Venmo,Expresso,Sim,Sim,33,PayPal,Semanalmente,PA
250,53,Masculino,Bolsa,Acessórios,47,Alaska,S,Azul-petrolio,Outono,4.2,Sim,Dinheiro,Padrão,Sim,Sim,18,Cartão de Crédito,Anualmente,AK
251,33,Masculino,Saia,Roupas,25,Mississippi,L,Preto,Outono,4.0,Sim,Cartão de Débito,Expresso,Sim,Sim,9,Transferência Bancária,Semanalmente,MS
252,21,Masculino,Bolsa,Acessórios,51,Wyoming,XL,Ouro,Inverno,2.5,Sim,PayPal,Padrão,Sim,Sim,34,PayPal,Anualmente,WY
253,32,Masculino,Shorts,Roupas,41,Delaware,M,Violeta,Verão,3.9,Sim,Dinheiro,Frete grátis,Sim,Sim,33,Venmo,Quinzenal,DE
254,52,Masculino,Botas,Calçados,73,Oklahoma,L,Ciano,Inverno,4.9,Sim,PayPal,Envio em 2 dias,Sim,Sim,15,Transferência Bancária,Bimensalmente,OK
255,67,Masculino,Oculos de sol,Acessórios,42,Indiana,M,Branco,Inverno,3.5,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,4,PayPal,Bimensalmente,IN
256,43,Masculino,Lenço,Acessórios,20,Maryland,M,Carvão,Primavera,4.2,Sim,Cartão de Débito,Frete grátis,Sim,Sim,25,Cartão de Débito,Anualmente,MD
257,58,Masculino,Joia,Acessórios,30,South Dakota,XL,Violeta,Primavera,4.7,Sim,Venmo,Expresso,Sim,Sim,20,Cartão de Crédito,A cada 3 meses,SD
258,20,Masculino,Bolsa,Acessórios,53,West Virginia,M,Vermelho,Verão,4.5,Sim,PayPal,Expresso,Sim,Sim,5,Cartão de Crédito,Trimestral,WV
259,61,Masculino,Luvas,Acessórios,74,Alabama,S,Lavanda,Primavera,2.8,Sim,Venmo,Expresso,Sim,Sim,16,Dinheiro,Trimestral,AL
260,32,Masculino,Jeans,Roupas,57,Louisiana,M,Ouro,Outono,2.9,Sim,Cartão de Crédito,Padrão,Sim,Sim,13,Cartão de Débito,Anualmente,LA
261,38,Masculino,Chapéu,Acessórios,57,Montana,S,Vermelho,Inverno,3.2,Sim,Transferência Bancária,Envio em 2 dias,Sim,Sim,11,Cartão de Crédito,A cada 3 meses,MT
262,21,Masculino,Jeans,Roupas,77,California,L,Magenta,Inverno,4.9,Sim,Dinheiro,Padrão,Sim,Sim,21,Cartão de Crédito,Anualmente,CA
263,37,Masculino,Calça,Roupas,40,Hawaii,M,Azul-petrolio,Verão,3.7,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,6,Cartão de Débito,Anualmente,HI
264,27,Masculino,Shorts,Roupas,46,Iowa,M,Roxo,Verão,4.3,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,29,Venmo,Por mês,IA
265,36,Masculino,Calça,Roupas,78,Colorado,S,Carvão,Outono,3.9,Sim,Venmo,Retirada na loja,Sim,Sim,15,Dinheiro,Anualmente,CO
266,32,Masculino,Mochila,Acessórios,59,Michigan,M,Cinza,Primavera,3.2,Sim,Venmo,Envio em 2 dias,Sim,Sim,17,Transferência Bancária,Bimensalmente,MI
267,51,Masculino,Joia,Acessórios,75,Louisiana,L,Branco,Verão,3.1,Sim,Dinheiro,Expresso,Sim,Sim,32,Cartão de Crédito,Semanalmente,LA
268,64,Masculino,Suéter,Roupas,54,Maryland,M,Oliva,Primavera,3.9,Sim,Venmo,Envio em 2 dias,Sim,Sim,42,Venmo,Anualmente,MD
269,68,Masculino,Sapatos,Calçados,42,Georgia,M,Carvão,Primavera,2.6,Sim,Venmo,Retirada na loja,Sim,Sim,21,Dinheiro,Por mês,GA
270,68,Masculino,Blusa,Roupas,44,Georgia,M,Carvão,Inverno,3.3,Sim,PayPal,Entrega aérea no dia seguinte,Sim,Sim,9,Dinheiro,Bimensalmente,GA
271,33,Masculino,Jeans,Roupas,52,North Dakota,XL,Laranja,Outono,4.6,Sim,Cartão de Débito,Frete grátis,Sim,Sim,16,Transferência Bancária,Anualmente,ND
272,65,Masculino,Oculos de sol,Acessórios,69,Maryland,XL,Amarelo,Verão,4.6,Sim,Cartão de Crédito,Expresso,Sim,Sim,42,Cartão de Crédito,Quinzenal,MD
273,48,Masculino,Joia,Acessórios,26,Oregon,M,Bege,Verão,4.4,Sim,PayPal,Envio em 2 dias,Sim,Sim,37,Cartão de Débito,Bimensalmente,OR
274,69,Masculino,Casaco,Agasalhos,33,North Dakota,S,Prata,Primavera,4.2,Sim,Dinheiro,Expresso,Sim,Sim,32,Cartão de Débito,Trimestral,ND
275,59,Masculino,Joia,Acessórios,32,Maryland,M,Índigo,Primavera,3.0,Sim,Cartão de Crédito,Expresso,Sim,Sim,28,Dinheiro,Bimensalmente,MD
276,48,Masculino,Mochila,Acessórios,85,Virginia,XL,Lavanda,Inverno,4.0,Sim,Cartão de Débito,Expresso,Sim,Sim,13,Cartão de Crédito,Semanalmente,VA
277,25,Masculino,Saia,Roupas,30,South Dakota,XL,Turquesa,Outono,3.5,Sim,Cartão de Débito,Expresso,Sim,Sim,11,Transferência Bancária,Quinzenal,SD
278,29,Masculino,Camisa,Roupas,29,Georgia,M,Verde,Inverno,3.0,Sim,Cartão de Crédito,Retirada na loja,Sim,Sim,36,Transferência Bancária,Bimensalmente,GA
279,57,Masculino,Suéter,Roupas,95,Hawaii,M,Laranja,Primavera,3.7,Sim,Transferência Bancária,Expresso,Sim,Sim,23,Cartão de Débito,Anualmente,HI
280,23,Masculino,Tênis,Calçados,69,Arkansas,L,Turquesa,Verão,4.0,Sim,Cartão de Crédito,Padrão,Sim,Sim,37,Transferência Bancária,Por mês,AR
281,45,Masculino,Sandálias,Calçados,69,Montana,S,Ciano,Outono,4.2,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,21,Dinheiro,Bimensalmente,MT
282,38,Masculino,Cinto,Acessórios,61,Oklahoma,XL,Carvão,Primavera,2.5,Sim,Transferência Bancária,Padrão,Sim,Sim,22,Cartão de Débito,Bimensalmente,OK
283,21,Masculino,Saia,Roupas,94,Minnesota,M,Azul-petrolio,Verão,3.0,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,9,Dinheiro,Por mês,MN
284,32,Masculino,Suéter,Roupas,30,Montana,S,Marrom,Outono,3.2,Sim,Cartão de Débito,Entrega aérea no dia seguinte,Sim,Sim,16,Venmo,Anualmente,MT
285,63,Masculino,Saia,Roupas,45,Ohio,M,Vermelho,Verão,3.5,Sim,PayPal,Padrão,Sim,Sim,4,PayPal,Trimestral,OH
286,29,Masculino,Bolsa,Acessórios,39,Kentucky,XL,Amarelo,Verão,4.8,Sim,Cartão de Crédito,Expresso,Sim,Sim,3,Cartão de Débito,Bimensalmente,KY
287,27,Masculino,Joia,Acessórios,51,Nebraska,L,Cinza,Verão,2.6,Sim,Dinheiro,Retirada na loja,Sim,Sim,6,Cartão de Débito,Anualmente,NE
288,56,Masculino,Lenço,Acessórios,37,Delaware,L,Azul,Primavera,3.4,Sim,Dinheiro,Envio em 2 dias,Sim,Sim,18,Venmo,Quinzenal,DE
289,30,Masculino,Camiseta,Roupas,62,North Carolina,M,Lavanda,Inverno,3.7,Sim,Cartão de Crédito,Envio em 2 dias,Sim,Sim,34,Venmo,Bimensalmente,NC
290,49,Masculino,Casaco,Agasalhos,85,New York,M,Amarelo,Outono,4.5,Sim,Cartão de Débito,Envio em 2 dias,Sim,Sim,26,Cartão de Crédito,Por mês,NY
291,58,Masculino,Camiseta,Roupas,33,Colorado,M,Índigo,Inverno,3.7,Sim,Transferência Bancária,Padrão,Sim,Sim,50,PayPal,Semanalmente,CO
292,57,Masculino,Vestido,Roupas,26,Delaware,XL,Violeta,Outono,3.3,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,40,Transferência Bancária,Por mês,DE
293,60,Masculino,Sapatos,Calçados,99,Utah,M,Verde,Primavera,4.7,Sim,Cartão de Crédito,Frete grátis,Sim,Sim,24,Dinheiro,Trimestral,UT
294,69,Masculino,Bolsa,Acessórios,39,Connecticut,M,Branco,Primavera,2.7,Sim,PayPal,Expresso,Sim,Sim,33,PayPal,Anualmente,CT
295,70,Masculino,Saia,Roupas,20,New Jersey,M,Ouro,Primavera,4.6,Sim,Dinheiro,Retirada na loja,Sim,Sim,19,Cartão de Crédito,A cada 3 meses,NJ
296,53,Masculino,Oculos de sol,Acessórios,42,West Virginia,M,Índigo,Inverno,2.7,Sim,Venmo,Retirada na loja,Sim,Sim,24,Cartão de Crédito,Trimestral,WV
297,25,Masculino,Sandálias,Calçados,74,Indiana,S,Lavanda,Primavera,4.8,Sim,PayPal,Envio em 2 dias,Sim,Sim,19,Cartão de Crédito,Semanalmente,IN
298,48,Masculino,Sapatos,Calçados,26,Delaware,XL,Roxo,Verão,4.4,Sim,Transferência Bancária,Padrão,Sim,Sim,4,Cartão de Crédito,Bimensalmente,DE
299,69,Masculino,Camiseta,Roupas,53,Maryland,M,Lavanda,Inverno,4.0,Sim,Dinheiro,Padrão,Sim,Sim,11,Venmo,A cada 3 meses,MD
300,25,Masculino,Tênis,Calçados,80,Pennsylvania,M,Marrom,Verão,3.2,Sim,Cartão de Crédito,Entrega aérea no dia seguinte,Sim,Sim,28,PayPal,Quinzenal,PA
301,29,Masculino,Chapéu,Acessórios,98,Iowa,M,Azul-petrolio,Primavera,4.4,Sim,Dinheiro,Retirada na loja,Sim,Sim,24,PayPal,Semanalmente,IA
302,46,Masculino,Saia,Roupas,95,Pennsylvania,M,Verde,Primavera,3.8,Sim,Cartão de Débito,Padrão,Sim,Sim,25,Cartão de Crédito,A cada 3 meses,PA
303,37,Masculino,Suéter,Roupas,44,Delaware,L,Oliva,Verão,3.6,Sim,Venmo,Expresso,Sim,Sim,27,Transferência Bancária,A cada 3 meses,DE
304,20,Masculino,Sandálias,Calçados,60,Oregon,M,Turquesa,Verão,3.3,Sim,Dinheiro,Entrega aérea no dia seguinte,Sim,Sim,49,Venmo,Semanalmente,OR
